platform,network,country,x,y,z,reward
Mac,wifi,US,2.2857,3.0,2.0,0.3107244731013344
Mac,wifi,US,0.5714,0.0,2.0,0.3379826059418925
Mac,wifi,US,0.5714,3.0,0.6667,0.23481170007657234
Mac,wifi,US,2.8571,2.4,0.0,0.15997881335955955
Mac,wifi,US,0.0,0.6,0.0,0.3357381541235955
Mac,wifi,US,4.0,1.8,0.6667,0.17145907100463634
Mac,wifi,US,4.0,1.2,2.0,0.34934668087084386
Mac,wifi,US,0.5714,0.0,0.6667,0.24099855579415969
Mac,wifi,US,4.0,1.8,1.3333,0.2371447563890331
Mac,wifi,US,2.8571,3.0,2.0,0.2514399113055104
Mac,wifi,US,1.1429,1.8,2.0,0.2653789610306842
Mac,wifi,US,1.1429,2.4,2.0,0.20404035129189851
Mac,wifi,US,1.7143,2.4,0.6667,0.1184809163400073
Mac,wifi,US,1.7143,0.0,1.3333,0.3008041032880442
Mac,wifi,US,3.4286,1.8,0.0,0.199403964104409
Mac,wifi,US,2.8571,0.6,2.0,0.24504742457197293
Mac,wifi,US,2.2857,0.0,0.6667,0.21613899440762652
Mac,wifi,US,1.1429,2.4,2.0,0.21905852329090206
Mac,wifi,US,1.1429,2.4,1.3333,0.16924812490810848
Mac,wifi,US,3.4286,1.8,2.0,0.1676096638755566
Mac,wifi,US,4.0,0.0,2.0,0.36080036495219425
Mac,wifi,US,1.7143,0.0,0.6667,0.21479040524347623
Mac,wifi,US,4.0,0.6,1.3333,0.2950422804052762
Mac,wifi,US,1.1429,1.8,2.0,0.27737333652244595
Mac,wifi,US,1.7143,2.4,2.0,0.20529958095284045
Mac,wifi,US,1.7143,2.4,1.3333,0.16545100948546754
Mac,wifi,US,0.5714,0.0,0.0,0.3436228094694438
Mac,wifi,US,0.5714,0.0,0.6667,0.2230277764935722
Mac,wifi,US,0.5714,0.6,1.3333,0.2902689985743444
Mac,wifi,US,2.8571,0.6,0.0,0.2811837922565183
Mac,wifi,US,1.7143,1.2,0.6667,0.2324958460233481
Mac,wifi,US,2.2857,3.0,1.3333,0.2886060330406513
Mac,wifi,US,2.2857,1.8,0.0,0.2591101178238502
Mac,wifi,US,1.1429,0.0,0.6667,0.22759211568375778
Mac,wifi,US,0.0,1.8,0.0,0.2880767635734877
Mac,wifi,US,2.2857,1.8,0.0,0.27789219345881966
Mac,wifi,US,0.5714,0.6,0.0,0.33537762260464754
Mac,wifi,US,0.5714,2.4,2.0,0.21020008443670088
Mac,wifi,US,4.0,2.4,1.3333,0.17338000019810346
Mac,wifi,US,3.4286,1.2,0.0,0.24963663184499282
Mac,wifi,US,3.4286,3.0,0.6667,0.1593442858890806
Mac,wifi,US,4.0,3.0,0.6667,0.23552453498196235
Mac,wifi,US,0.5714,1.8,0.0,0.29347142220392397
Mac,wifi,US,1.7143,2.4,0.0,0.20938046246133368
Mac,wifi,US,0.5714,1.2,2.0,0.3243672739186212
Mac,wifi,US,2.8571,1.8,1.3333,0.1552074505435161
Mac,wifi,US,4.0,3.0,0.6667,0.223278934185715
Mac,wifi,US,0.0,2.4,2.0,0.1918199569681201
Mac,wifi,US,1.1429,0.6,1.3333,0.2896919595075242
Mac,wifi,US,1.7143,0.6,0.6667,0.2319364521511496
Mac,wifi,US,2.8571,1.2,0.6667,0.15540220685382386
Mac,wifi,US,3.4286,1.2,0.6667,0.14878648519283455
Mac,wifi,US,0.5714,2.4,0.6667,0.11588744888975844
Mac,wifi,US,0.0,1.2,2.0,0.3392145473929869
Mac,wifi,US,0.5714,0.0,1.3333,0.2990987515923141
Mac,wifi,US,0.0,1.8,1.3333,0.2518187991516226
Mac,wifi,US,0.5714,3.0,0.0,0.3657388929409876
Mac,wifi,US,4.0,1.2,0.6667,0.2104029464442434
Mac,wifi,US,0.5714,0.6,0.0,0.35210572026441606
Mac,wifi,US,2.8571,0.0,0.6667,0.17189827190443474
Mac,wifi,US,0.5714,1.8,0.0,0.2816501599777068
Mac,wifi,US,0.0,3.0,0.6667,0.23924370022440172
Mac,wifi,US,3.4286,1.2,1.3333,0.18785297402488127
Mac,wifi,US,3.4286,0.6,2.0,0.22566835590732462
Mac,wifi,US,3.4286,3.0,1.3333,0.19730792049801732
Mac,wifi,US,1.1429,3.0,2.0,0.31932586996778933
Mac,wifi,US,3.4286,3.0,0.0,0.2518173892588544
Mac,wifi,US,3.4286,1.8,0.6667,0.08298891650241354
Mac,wifi,US,1.1429,3.0,0.6667,0.23900750946998514
Mac,wifi,US,2.2857,1.8,1.3333,0.22622527849003315
Mac,wifi,US,0.0,0.6,0.6667,0.23042125238782288
Mac,wifi,US,1.1429,0.6,2.0,0.3401235778145088
Mac,wifi,US,4.0,0.0,2.0,0.3478202868531752
Mac,wifi,US,3.4286,1.8,1.3333,0.15112943341750365
Mac,wifi,US,0.0,0.6,0.6667,0.23145311042294087
Mac,wifi,US,2.8571,1.2,0.6667,0.1577464268677573
Mac,wifi,US,3.4286,3.0,0.6667,0.15000254265002982
Mac,wifi,US,0.5714,0.6,0.6667,0.25101594274681877
Mac,wifi,US,2.8571,2.4,1.3333,0.11644331190453887
Mac,wifi,US,3.4286,1.8,1.3333,0.1619538046541413
Mac,wifi,US,1.1429,2.4,2.0,0.20581308785687066
Mac,wifi,US,3.4286,0.0,2.0,0.23937145139568938
Mac,wifi,US,4.0,3.0,2.0,0.33156705902980543
Mac,wifi,US,3.4286,3.0,0.6667,0.13127403099510696
Mac,wifi,US,2.8571,0.6,0.6667,0.1769822217630827
Mac,wifi,US,3.4286,0.6,0.6667,0.14661641277112974
Mac,wifi,US,2.2857,1.8,1.3333,0.2200932674155507
Mac,wifi,US,1.7143,0.6,0.6667,0.22853389056839724
Mac,wifi,US,2.8571,1.8,1.3333,0.16621942809774803
Mac,wifi,US,0.5714,3.0,1.3333,0.2976739196722902
Mac,wifi,US,0.5714,1.2,2.0,0.3376779409429055
Mac,wifi,US,1.7143,3.0,2.0,0.33320201416817735
Mac,wifi,US,2.8571,3.0,1.3333,0.22238451970214826
Mac,wifi,US,3.4286,1.2,2.0,0.22226650901448725
Mac,wifi,US,1.1429,0.0,2.0,0.32773060456344877
Mac,wifi,US,4.0,1.2,0.0,0.3470804281228836
Mac,wifi,US,1.7143,2.4,0.6667,0.1163264811867461
Mac,wifi,US,4.0,0.6,0.6667,0.24742392182283834
Mac,wifi,US,1.7143,0.0,1.3333,0.29294543678211843
Mac,wifi,US,2.8571,3.0,0.0,0.2734886463794898
Mac,wifi,US,1.7143,3.0,2.0,0.35482074908301914
Mac,wifi,US,0.5714,1.8,0.0,0.3000842130992968
Mac,wifi,US,2.2857,3.0,1.3333,0.2841517643710604
Mac,wifi,US,2.2857,1.8,0.0,0.2941226522174055
Mac,wifi,US,0.5714,2.4,2.0,0.1963805436965171
Mac,wifi,US,3.4286,2.4,1.3333,0.08981389770476225
Mac,wifi,US,4.0,0.6,0.6667,0.2502609521159617
Mac,wifi,US,3.4286,0.6,1.3333,0.19865243352839274
Mac,wifi,US,2.2857,2.4,2.0,0.20263374897298045
Mac,wifi,US,3.4286,1.8,0.6667,0.09317122272915321
Mac,wifi,US,3.4286,0.0,0.6667,0.142368145500652
Mac,wifi,US,2.8571,3.0,2.0,0.25021904298149106
Mac,wifi,US,0.0,0.0,0.6667,0.2146289610642377
Mac,wifi,US,0.0,0.0,0.6667,0.2287965565621316
Mac,wifi,US,1.7143,2.4,0.6667,0.11343697424640982
Mac,wifi,US,4.0,2.4,1.3333,0.17940612546295187
Mac,wifi,US,1.1429,1.2,0.0,0.3331761276184116
Mac,wifi,US,1.1429,0.0,2.0,0.31850943079717625
Mac,wifi,US,0.0,1.8,2.0,0.27365142636552
Mac,wifi,US,2.2857,3.0,0.6667,0.20296434734078694
Mac,wifi,US,1.1429,1.2,2.0,0.32397506563436607
Mac,wifi,US,1.1429,2.4,0.0,0.22861987852395474
