platform,network,country,x,y,z,reward
Mac,wifi,US,2.8571,1.2,0.0,0.8825844510696979
Mac,wifi,US,2.8571,2.4,0.0,0.5853984478383218
Mac,wifi,US,2.8571,2.4,2.0,0.5346841958161124
Mac,wifi,US,1.1429,1.2,2.0,0.801637494622294
Mac,wifi,US,0.5714,1.8,1.3333,0.47967212567896256
Mac,wifi,US,4.0,3.0,1.3333,0.7386147431441972
Mac,wifi,US,1.7143,0.6,1.3333,0.6903637166037463
Mac,wifi,US,2.2857,2.4,2.0,0.5266212779277102
Mac,wifi,US,3.4286,3.0,1.3333,0.7115713623873546
Mac,wifi,US,4.0,3.0,0.0,1.0095179786368818
Mac,wifi,US,0.5714,0.0,1.3333,0.6647178762565802
Mac,wifi,US,1.1429,1.8,0.6667,0.3253404682076158
Mac,wifi,US,0.0,0.6,0.6667,0.2125089428679433
Mac,wifi,US,0.0,1.8,2.0,0.38104960662827314
Mac,wifi,US,4.0,3.0,0.6667,0.4590681510851374
Mac,wifi,US,2.2857,3.0,1.3333,0.6996576157635427
Mac,wifi,US,0.5714,1.2,0.0,0.8324607713278726
Mac,wifi,US,2.8571,1.8,0.0,0.7509217953021826
Mac,wifi,US,1.1429,0.0,0.0,0.9561151622639195
Mac,wifi,US,4.0,1.8,2.0,0.7129214283206968
Mac,wifi,US,3.4286,1.2,0.0,0.8892487523255374
Mac,wifi,US,3.4286,0.0,0.6667,0.45420325369631226
Mac,wifi,US,4.0,1.2,0.6667,0.42005453388273667
Mac,wifi,US,2.2857,3.0,0.6667,0.4615362543154792
Mac,wifi,US,2.8571,1.2,2.0,0.8234370175798582
Mac,wifi,US,4.0,1.2,1.3333,0.6482142851132985
Mac,wifi,US,1.1429,1.2,2.0,0.804359543903749
Mac,wifi,US,1.7143,1.8,0.6667,0.3552101520888947
Mac,wifi,US,0.5714,0.0,0.0,0.9252255829604802
Mac,wifi,US,2.8571,0.0,1.3333,0.742995163508421
Mac,wifi,US,0.5714,1.2,0.0,0.818295813624721
Mac,wifi,US,1.7143,2.4,0.6667,0.2455026186956811
Mac,wifi,US,0.0,0.6,1.3333,0.40291592991199116
Mac,wifi,US,1.7143,1.8,2.0,0.6809397709802177
Mac,wifi,US,0.5714,3.0,0.6667,0.4130563985215069
Mac,wifi,US,2.2857,3.0,0.0,0.9884795715639046
Mac,wifi,US,0.5714,1.8,1.3333,0.5013345772546145
Mac,wifi,US,3.4286,2.4,0.0,0.5881058859800804
Mac,wifi,US,4.0,1.2,1.3333,0.6348095768461586
Mac,wifi,US,1.7143,0.6,0.0,0.9278687205359445
Mac,wifi,US,1.7143,0.0,0.0,0.9796998709608334
Mac,wifi,US,4.0,1.2,0.0,0.90424718502832
Mac,wifi,US,2.2857,1.8,0.0,0.7340977298193707
Mac,wifi,US,3.4286,2.4,0.0,0.5777150505591899
Mac,wifi,US,1.1429,0.6,2.0,0.8468120680338674
Mac,wifi,US,1.7143,3.0,2.0,0.8999617068096775
Mac,wifi,US,0.5714,0.6,0.0,0.9036784444689445
Mac,wifi,US,1.1429,0.6,0.0,0.9343920573808088
Mac,wifi,US,0.5714,2.4,0.0,0.5364089246964097
Mac,wifi,US,2.2857,3.0,0.6667,0.45806737880548865
Mac,wifi,US,3.4286,2.4,0.6667,0.28681280115616015
Mac,wifi,US,0.5714,3.0,0.0,0.9333226892076212
Mac,wifi,US,1.7143,0.0,1.3333,0.6944482705255318
Mac,wifi,US,4.0,0.6,1.3333,0.7177480337363865
Mac,wifi,US,1.1429,2.4,1.3333,0.39745435166207
Mac,wifi,US,4.0,3.0,0.0,0.9840180682250739
Mac,wifi,US,0.5714,1.2,0.6667,0.3541671917908421
Mac,wifi,US,2.8571,1.8,1.3333,0.5424621263500299
Mac,wifi,US,3.4286,3.0,1.3333,0.7197664272044431
Mac,wifi,US,2.8571,3.0,2.0,0.9118110234845536
Mac,wifi,US,0.0,0.6,1.3333,0.4018741049098143
Mac,wifi,US,0.5714,2.4,0.6667,0.24756473730988582
Mac,wifi,US,4.0,1.8,1.3333,0.5485404256064262
Mac,wifi,US,2.8571,3.0,0.6667,0.4660668301531453
Mac,wifi,US,0.0,0.0,0.6667,0.2149708632868657
Mac,wifi,US,2.8571,1.8,1.3333,0.5339010076055696
Mac,wifi,US,1.1429,1.2,0.6667,0.3971887429449844
Mac,wifi,US,2.8571,0.6,2.0,0.9004372926958075
Mac,wifi,US,1.7143,1.8,0.0,0.7419463922416416
Mac,wifi,US,0.5714,2.4,2.0,0.4658593547972821
Mac,wifi,US,0.5714,0.0,0.6667,0.3909393257766376
Mac,wifi,US,3.4286,2.4,0.6667,0.2827928306897155
Mac,wifi,US,3.4286,0.0,1.3333,0.698100789766575
Mac,wifi,US,1.1429,0.0,1.3333,0.6728117711608202
Mac,wifi,US,0.5714,1.2,0.0,0.8325235549312765
Mac,wifi,US,2.2857,3.0,0.0,0.9731501973781508
Mac,wifi,US,1.7143,1.2,0.6667,0.40388062166659505
Mac,wifi,US,2.8571,0.0,0.6667,0.4696061583506841
Mac,wifi,US,4.0,1.2,1.3333,0.6390243844110064
Mac,wifi,US,0.5714,0.0,1.3333,0.6737220161445872
Mac,wifi,US,1.1429,2.4,0.0,0.5457387708902949
Mac,wifi,US,2.2857,1.2,0.6667,0.4175299757734298
Mac,wifi,US,4.0,2.4,1.3333,0.43465452770074475
Mac,wifi,US,2.8571,1.8,0.0,0.7443906263735851
Mac,wifi,US,4.0,3.0,0.0,0.9990457962333085
Mac,wifi,US,1.1429,2.4,0.6667,0.26437678064871184
Mac,wifi,US,0.0,0.0,0.0,0.6655654208131129
Mac,wifi,US,2.2857,0.0,2.0,0.9081158098177718
Mac,wifi,US,3.4286,0.6,2.0,0.8945913604809667
Mac,wifi,US,2.8571,3.0,1.3333,0.723933484414031
Mac,wifi,US,0.5714,0.0,0.0,0.9318787533467328
Mac,wifi,US,3.4286,3.0,1.3333,0.7163084398171816
Mac,wifi,US,1.1429,1.2,1.3333,0.6286914449387551
Mac,wifi,US,2.8571,1.8,2.0,0.6851511282549272
Mac,wifi,US,4.0,0.0,0.6667,0.46736787512827377
Mac,wifi,US,1.1429,0.0,2.0,0.86019064908194
Mac,wifi,US,3.4286,1.8,0.0,0.7712420304758959
Mac,wifi,US,1.1429,3.0,0.0,0.9416730862242632
Mac,wifi,US,0.0,1.2,1.3333,0.370601684516525
Mac,wifi,US,1.7143,2.4,0.6667,0.266051683916367
Mac,wifi,US,4.0,1.2,1.3333,0.6434511744312841
Mac,wifi,US,3.4286,1.8,0.0,0.7451589702868675
Mac,wifi,US,1.1429,3.0,2.0,0.8850120907953088
Mac,wifi,US,0.5714,2.4,0.0,0.5270896563401712
Mac,wifi,US,2.2857,3.0,2.0,0.9138794935036061
Mac,wifi,US,2.8571,2.4,0.6667,0.27855705947592435
Mac,wifi,US,2.8571,1.2,0.6667,0.432961899784728
Mac,wifi,US,2.2857,0.6,1.3333,0.6928857188440867
Mac,wifi,US,1.7143,0.0,0.6667,0.4496993761985376
Mac,wifi,US,3.4286,1.8,0.6667,0.36282927229534667
Mac,wifi,US,2.2857,0.6,2.0,0.8987753143062792
Mac,wifi,US,0.5714,1.2,0.6667,0.35914413993738836
Mac,wifi,US,2.2857,0.6,2.0,0.8855113374444085
Mac,wifi,US,3.4286,3.0,0.0,1.0136336592082167
Mac,wifi,US,1.1429,0.0,1.3333,0.702343811821514
Mac,wifi,US,2.8571,0.6,1.3333,0.6956423872420733
Mac,wifi,US,4.0,2.4,1.3333,0.4385700808274566
Mac,wifi,US,2.2857,3.0,2.0,0.9201998517260731
Mac,wifi,US,2.8571,2.4,0.0,0.5650618894640449
Mac,wifi,US,1.7143,2.4,2.0,0.5315930569818957
Mac,wifi,US,4.0,0.0,0.0,1.0103982708087844
Mac,wifi,US,2.8571,1.8,0.6667,0.35446559032216396
Mac,wifi,US,3.4286,0.0,0.0,0.9980408514747713
Mac,wifi,US,0.0,3.0,1.3333,0.4238338561686801
Mac,wifi,US,1.7143,0.6,0.0,0.945325237298021
Mac,wifi,US,1.1429,0.6,0.0,0.9192601757110036
Mac,wifi,US,3.4286,3.0,0.0,0.9908762875138032
Mac,wifi,US,1.7143,2.4,2.0,0.5267451958192791
Mac,wifi,US,1.7143,1.2,0.0,0.893881698993425
Mac,wifi,US,3.4286,0.6,0.0,0.9536035028392422
Mac,wifi,US,0.0,0.0,0.6667,0.19948434397941892
Mac,wifi,US,0.0,1.2,2.0,0.5011616967040141
Mac,wifi,US,0.0,0.0,2.0,0.5736060224812173
Mac,wifi,US,3.4286,1.8,2.0,0.6994681433478629
Mac,wifi,US,2.2857,3.0,0.0,0.9833642947734178
Mac,wifi,US,1.1429,0.6,1.3333,0.6669624965488894
Mac,wifi,US,4.0,0.6,0.0,0.9810053319717997
Mac,wifi,US,0.0,1.8,0.6667,0.10517315147513187
Mac,wifi,US,4.0,1.8,1.3333,0.5584537021283515
Mac,wifi,US,1.1429,1.8,0.0,0.7103074435002626
Mac,wifi,US,0.5714,1.8,2.0,0.6271301298302684
Mac,wifi,US,2.2857,1.2,1.3333,0.6267317619462865
Mac,wifi,US,1.7143,0.6,2.0,0.879792619302064
Mac,wifi,US,3.4286,2.4,0.6667,0.28153167528599665
Mac,wifi,US,3.4286,0.6,0.0,0.958607757027083
Mac,wifi,US,0.0,1.8,0.0,0.44880365243212544
Mac,wifi,US,0.5714,2.4,1.3333,0.38114213519825035
Mac,wifi,US,1.1429,0.0,0.6667,0.4398501780828974
Mac,wifi,US,3.4286,2.4,1.3333,0.43094827989172385
Mac,wifi,US,0.5714,1.8,1.3333,0.4747463556671033
Mac,wifi,US,1.1429,0.0,1.3333,0.6756297530844522
Mac,wifi,US,1.1429,1.8,0.6667,0.32064809009882916
Mac,wifi,US,1.7143,1.8,0.6667,0.3432656602216834
Mac,wifi,US,1.1429,3.0,0.6667,0.4299050544720525
Mac,wifi,US,4.0,1.2,2.0,0.8460858920212996
Mac,wifi,US,1.7143,0.0,1.3333,0.7024140086459657
Mac,wifi,US,2.2857,1.2,2.0,0.8077257405462306
Mac,wifi,US,1.1429,1.8,2.0,0.6612413484766344
Mac,wifi,US,1.1429,2.4,2.0,0.49915895992587955
Mac,wifi,US,2.8571,0.0,0.0,0.9880343580767557
Mac,wifi,US,0.0,1.8,1.3333,0.27257615745949526
Mac,wifi,US,0.0,1.8,0.6667,0.08495936742291489
Mac,wifi,US,1.1429,3.0,0.0,0.9694153044208692
Mac,wifi,US,1.1429,3.0,1.3333,0.6805113168697716
Mac,wifi,US,3.4286,3.0,0.6667,0.4670336816605903
Mac,wifi,US,4.0,1.8,1.3333,0.5548366440760732
Mac,wifi,US,0.5714,1.8,1.3333,0.48518931343309546
Mac,wifi,US,0.5714,0.0,1.3333,0.6672882983041066
Mac,wifi,US,2.8571,0.0,2.0,0.9254540404640456
Mac,wifi,US,0.0,0.6,0.6667,0.20500262767309435
Mac,wifi,US,4.0,0.6,0.0,0.9722040866785556
Mac,wifi,US,3.4286,0.0,0.6667,0.47591148160881297
Mac,wifi,US,3.4286,0.0,1.3333,0.7241871585302895
Mac,wifi,US,1.1429,1.2,0.6667,0.3981583219352258
Mac,wifi,US,0.5714,1.2,2.0,0.7580764967394383
Mac,wifi,US,4.0,1.8,0.0,0.7718558894758312
Mac,wifi,US,1.1429,2.4,1.3333,0.40901558574357233
Mac,wifi,US,1.1429,3.0,1.3333,0.6844186788998332
Mac,wifi,US,0.0,3.0,2.0,0.5850395813672621
Mac,wifi,US,2.8571,3.0,0.0,1.0052476796645682
Mac,wifi,US,1.1429,2.4,0.0,0.5533194216260283
Mac,wifi,US,3.4286,0.6,1.3333,0.7033177880599418
Mac,wifi,US,3.4286,0.0,1.3333,0.7336419392530386
Mac,wifi,US,2.2857,0.0,1.3333,0.728563166143233
Mac,wifi,US,3.4286,1.2,2.0,0.838755885569326
Mac,wifi,US,4.0,1.2,2.0,0.8251206039088262
Mac,wifi,US,0.5714,0.6,1.3333,0.6333841253952229
Mac,wifi,US,0.0,0.6,2.0,0.5576636945440089
Mac,wifi,US,0.5714,0.0,1.3333,0.6630788237704961
Mac,wifi,US,3.4286,2.4,0.6667,0.27325471823977293
Mac,wifi,US,3.4286,3.0,2.0,0.918198138371812
Mac,wifi,US,4.0,2.4,1.3333,0.4106750422888357
Mac,wifi,US,2.2857,1.8,2.0,0.6700578018066323
Mac,wifi,US,2.8571,0.0,1.3333,0.7016744882755919
Mac,wifi,US,1.7143,1.2,2.0,0.8102315443312378
Mac,wifi,US,0.0,3.0,1.3333,0.41628037387955297
Mac,wifi,US,3.4286,1.8,0.0,0.7408415896161608
Mac,wifi,US,3.4286,1.2,2.0,0.82100264850333
Mac,wifi,US,0.5714,2.4,2.0,0.4778020502156341
Mac,wifi,US,3.4286,3.0,1.3333,0.7236727199842833
Mac,wifi,US,0.0,3.0,0.6667,0.2154576826262265
Mac,wifi,US,1.1429,2.4,2.0,0.5138804219817474
Mac,wifi,US,1.7143,3.0,0.0,0.9840480251152256
Mac,wifi,US,1.7143,3.0,0.6667,0.45671824263632704
Mac,wifi,US,3.4286,1.8,2.0,0.6796570360654971
Mac,wifi,US,4.0,0.6,0.0,0.97611768010217
Mac,wifi,US,2.8571,0.6,0.0,0.9659369544899044
Mac,wifi,US,2.2857,3.0,0.0,0.9851816186088753
Mac,wifi,US,3.4286,0.6,2.0,0.9057814837590584
Mac,wifi,US,0.0,2.4,0.0,0.2863477243870375
Mac,wifi,US,1.1429,3.0,1.3333,0.6826511875715684
Mac,wifi,US,1.1429,1.2,0.6667,0.3898832122654193
Mac,wifi,US,0.5714,1.8,0.0,0.6909108629170047
Mac,wifi,US,1.7143,0.6,0.6667,0.42826339282578624
Mac,wifi,US,3.4286,1.2,2.0,0.8348379874217711
Mac,wifi,US,2.2857,1.2,0.0,0.891899886286947
Mac,wifi,US,1.1429,1.8,0.6667,0.32232683415436036
Mac,wifi,US,3.4286,2.4,2.0,0.5400801419187299
Mac,wifi,US,2.8571,0.6,0.6667,0.45254593090116174
Mac,wifi,US,0.5714,0.0,1.3333,0.6575363805997396
Mac,wifi,US,1.1429,0.6,1.3333,0.6662670273190268
Mac,wifi,US,0.5714,0.6,1.3333,0.6288630321409939
Mac,wifi,US,0.0,1.2,2.0,0.5122779648889025
Mac,wifi,US,2.2857,2.4,2.0,0.5320238429717372
Mac,wifi,US,2.2857,0.6,1.3333,0.6920085131971101
Mac,wifi,US,2.2857,1.8,0.0,0.7414675722242693
Mac,wifi,US,2.2857,0.0,1.3333,0.6934989668440237
Mac,wifi,US,2.2857,0.6,0.0,0.9634758324230203
Mac,wifi,US,0.5714,0.0,0.0,0.9176772213700037
Mac,wifi,US,3.4286,3.0,0.0,1.000038418393249
Mac,wifi,US,2.8571,2.4,2.0,0.5179193748716145
Mac,wifi,US,0.5714,3.0,0.6667,0.41646292604346724
Mac,wifi,US,4.0,3.0,2.0,0.8978711746207598
Mac,wifi,US,0.5714,1.2,0.6667,0.3676962512158382
Mac,wifi,US,2.2857,0.6,1.3333,0.7019159599212207
Mac,wifi,US,1.1429,0.0,1.3333,0.6924160044567229
Mac,wifi,US,2.2857,0.0,1.3333,0.7132631697858592
Mac,wifi,US,1.7143,1.8,1.3333,0.5255951157021007
Mac,wifi,US,0.0,0.0,0.6667,0.21729218022139563
Mac,wifi,US,1.1429,2.4,1.3333,0.3767293459924639
Mac,wifi,US,1.1429,1.8,2.0,0.6548649679415874
Mac,wifi,US,2.8571,3.0,2.0,0.9130771502410021
Mac,wifi,US,1.1429,1.8,0.6667,0.30806834229069735
Mac,wifi,US,2.2857,0.0,1.3333,0.7112200778384502
Mac,wifi,US,1.7143,1.2,1.3333,0.647553174430383
Mac,wifi,US,3.4286,2.4,0.0,0.5962853659507453
Mac,wifi,US,2.2857,0.6,2.0,0.8619527649346944
Mac,wifi,US,0.5714,1.2,0.6667,0.36960772623570814
Mac,wifi,US,1.7143,2.4,2.0,0.5111369397246641
Mac,wifi,US,2.2857,1.8,0.6667,0.3449302914078638
Mac,wifi,US,4.0,0.6,2.0,0.8946791850449481
Mac,wifi,US,3.4286,0.6,0.6667,0.4533460275752473
Mac,wifi,US,4.0,1.8,0.6667,0.36328843431297164
Mac,wifi,US,2.2857,0.6,0.0,0.9908131657103503
Mac,wifi,US,2.8571,0.0,0.6667,0.4484220190798288
Mac,wifi,US,0.0,0.0,1.3333,0.42622383836556954
Mac,wifi,US,3.4286,0.6,1.3333,0.696710894196502
Mac,wifi,US,4.0,3.0,0.0,0.996422025185091
Mac,wifi,US,4.0,1.2,2.0,0.8195046444082462
Mac,wifi,US,1.7143,2.4,2.0,0.5212603991047408
Mac,wifi,US,2.2857,1.8,0.0,0.7422409837933835
Mac,wifi,US,1.1429,1.8,1.3333,0.5115975794001809
Mac,wifi,US,2.8571,3.0,1.3333,0.7291231476635267
Mac,wifi,US,2.2857,0.6,2.0,0.8775717343171637
Mac,wifi,US,1.7143,1.8,0.6667,0.33328494182025575
Mac,wifi,US,0.5714,2.4,2.0,0.45691091068576134
Mac,wifi,US,0.5714,0.0,0.0,0.9152557967333168
Mac,wifi,US,2.8571,1.8,1.3333,0.5449009232787587
Mac,wifi,US,4.0,3.0,0.6667,0.4683812938956249
Mac,wifi,US,1.7143,1.8,2.0,0.6602514927591226
Mac,wifi,US,1.1429,1.2,2.0,0.7946724139041058
Mac,wifi,US,3.4286,1.2,0.6667,0.42226363142074985
Mac,wifi,US,2.2857,1.8,0.6667,0.3496948865067647
Mac,wifi,US,3.4286,1.2,0.0,0.8987534366457451
Mac,wifi,US,4.0,0.6,0.6667,0.4627340313549931
Mac,wifi,US,4.0,0.0,1.3333,0.7217186261964221
Mac,wifi,US,2.2857,2.4,1.3333,0.40719082155690006
Mac,wifi,US,0.5714,1.8,2.0,0.6206658680418792
Mac,wifi,US,1.7143,1.2,0.0,0.8843574136353269
Mac,wifi,US,2.2857,0.0,0.0,0.9737856156126462
Mac,wifi,US,0.5714,0.6,1.3333,0.6426830928873984
Mac,wifi,US,3.4286,0.0,1.3333,0.7148199685799101
Mac,wifi,US,2.2857,1.8,0.0,0.7372662378730864
Mac,wifi,US,1.1429,2.4,2.0,0.5189497723892796
Mac,wifi,US,0.0,0.0,2.0,0.5837421706639697
Mac,wifi,US,4.0,2.4,0.0,0.5907137458620239
Mac,wifi,US,1.1429,3.0,1.3333,0.6768297129273161
Mac,wifi,US,1.7143,1.2,1.3333,0.6382807458760027
Mac,wifi,US,2.8571,2.4,2.0,0.5311901073561712
Mac,wifi,US,3.4286,0.0,0.6667,0.4752437878992385
Mac,wifi,US,3.4286,0.0,2.0,0.9224630001301013
Mac,wifi,US,4.0,1.8,1.3333,0.5623662531984087
Mac,wifi,US,3.4286,0.6,0.6667,0.4571231073229808
Mac,wifi,US,2.2857,2.4,0.6667,0.27805071283863764
Mac,wifi,US,0.0,3.0,0.6667,0.21031412460379495
Mac,wifi,US,2.8571,3.0,1.3333,0.7273312984471282
Mac,wifi,US,3.4286,2.4,0.0,0.5805212910833383
Mac,wifi,US,1.7143,0.6,1.3333,0.6778011325292421
Mac,wifi,US,0.0,2.4,0.0,0.27613931944149356
Mac,wifi,US,4.0,3.0,2.0,0.9053080134191087
Mac,wifi,US,0.5714,2.4,2.0,0.47664571290225644
Mac,wifi,US,3.4286,1.8,2.0,0.7002188662748551
Mac,wifi,US,1.7143,3.0,2.0,0.8899026399750006
Mac,wifi,US,1.1429,0.0,2.0,0.8793117537440992
Mac,wifi,US,2.8571,0.0,1.3333,0.7354671469065944
Mac,wifi,US,0.5714,0.0,0.6667,0.40059100685649607
Mac,wifi,US,1.7143,3.0,1.3333,0.7204104689732421
Mac,wifi,US,1.1429,2.4,2.0,0.5240213793881172
Mac,wifi,US,1.7143,2.4,0.0,0.5574784781586479
Mac,wifi,US,3.4286,0.0,0.6667,0.46240338141046805
Mac,wifi,US,2.2857,1.8,1.3333,0.5326239760592242
Mac,wifi,US,0.5714,0.0,0.6667,0.4165806713651027
Mac,wifi,US,1.1429,1.8,0.0,0.7297940236330317
Mac,wifi,US,4.0,0.6,0.0,0.9781098483438206
Mac,wifi,US,1.1429,1.2,1.3333,0.6327086223620287
Mac,wifi,US,2.2857,1.8,1.3333,0.5216662783709305
Mac,wifi,US,1.7143,0.6,0.6667,0.4401352533751158
Mac,wifi,US,4.0,3.0,2.0,0.9093781927069952
Mac,wifi,US,1.7143,0.6,1.3333,0.6870479920383203
Mac,wifi,US,4.0,2.4,0.0,0.5677246892259923
Mac,wifi,US,1.1429,0.0,1.3333,0.6958786337902845
Mac,wifi,US,2.2857,1.2,0.6667,0.4209002174470876
Mac,wifi,US,1.1429,1.2,0.6667,0.4078603036897025
Mac,wifi,US,2.2857,1.8,2.0,0.6913415406998044
Mac,wifi,US,1.7143,1.2,1.3333,0.6066693267697434
Mac,wifi,US,0.0,1.2,0.0,0.570539773124365
Mac,wifi,US,1.7143,0.6,1.3333,0.6805006286631726
Mac,wifi,US,0.0,3.0,1.3333,0.42093472207354937
Mac,wifi,US,1.7143,1.8,0.6667,0.3446757961279185
Mac,wifi,US,1.1429,1.2,0.6667,0.3932810658412452
Mac,wifi,US,2.8571,0.0,2.0,0.9045973477407465
Mac,wifi,US,0.0,1.8,1.3333,0.26596695632691464
Mac,wifi,US,4.0,1.2,0.6667,0.42690294912174626
Mac,wifi,US,3.4286,0.6,1.3333,0.7150009568362119
Mac,wifi,US,4.0,3.0,0.0,1.0049884441092092
Mac,wifi,US,4.0,2.4,1.3333,0.42202241610114655
Mac,wifi,US,4.0,1.8,2.0,0.696025176716898
Mac,wifi,US,1.1429,1.2,0.0,0.8731108481741325
Mac,wifi,US,0.5714,0.6,2.0,0.8272979927322097
Mac,wifi,US,4.0,3.0,0.0,0.9967064579096162
Mac,wifi,US,2.2857,1.8,0.0,0.7437147924935488
Mac,wifi,US,3.4286,1.2,2.0,0.8425304574829252
Mac,wifi,US,1.1429,2.4,1.3333,0.4004246565295149
Mac,wifi,US,2.8571,2.4,2.0,0.5298448075317569
Mac,wifi,US,2.8571,1.2,0.6667,0.41480062228210207
Mac,wifi,US,2.8571,0.0,0.6667,0.4506502849331009
Mac,wifi,US,0.5714,3.0,1.3333,0.6711482993045187
Mac,wifi,US,2.2857,0.6,0.0,0.9564464079683987
Mac,wifi,US,2.2857,0.0,0.0,1.0006272106470933
Mac,wifi,US,3.4286,1.2,0.6667,0.42537339229992044
Mac,wifi,US,2.8571,3.0,0.0,0.9791469103239724
